vehicle_id,depart_time,arrival_time,duration,waiting_time,route_length,time_loss
765,1148.0,1483.0,335.0,159.0,2418.74,180.78
849,1274.0,1483.0,209.0,6.0,2135.59,36.89
677,1016.0,1485.0,469.0,264.0,1241.91,313.34
757,1167.0,1491.0,324.0,243.0,855.51,262.96
739,1109.0,1492.0,383.0,38.0,2790.83,84.83
790,1185.0,1492.0,307.0,197.0,923.52,224.28
518,777.0,1493.0,716.0,368.0,3501.13,438.62
322,483.0,1494.0,1011.0,576.0,3028.07,711.76
270,405.0,1496.0,1091.0,676.0,4247.45,798.27
718,1077.0,1498.0,421.0,209.0,2808.7,273.82
385,578.0,1500.0,922.0,644.0,2755.12,738.1
528,792.0,1500.0,708.0,444.0,2794.94,532.93
561,842.0,1502.0,660.0,283.0,3345.87,342.5
443,665.0,1505.0,840.0,605.0,2394.32,721.83
839,1259.0,1505.0,246.0,0.0,2543.86,23.03
496,744.0,1507.0,763.0,530.0,2726.42,600.56
746,1119.0,1507.0,388.0,198.0,2083.09,257.16
252,378.0,1508.0,1130.0,782.0,4679.82,879.06
342,513.0,1513.0,1000.0,634.0,3213.87,733.86
606,909.0,1514.0,605.0,207.0,3157.42,292.42
950,1425.0,1514.0,89.0,0.0,659.0,10.48
692,1038.0,1515.0,477.0,215.0,2357.88,267.63
196,294.0,1516.0,1222.0,961.0,2312.99,1084.49
491,737.0,1516.0,779.0,522.0,3136.67,595.95
560,840.0,1520.0,680.0,446.0,2490.13,506.79
955,1433.0,1522.0,89.0,0.0,726.25,10.61
54,81.0,1525.0,1444.0,1031.0,4960.59,1131.04
545,818.0,1525.0,707.0,339.0,3946.86,457.13
884,1326.0,1532.0,206.0,103.0,816.51,134.31
572,858.0,1533.0,675.0,433.0,2341.0,520.41
71,107.0,1535.0,1428.0,1221.0,2312.28,1263.79
532,798.0,1537.0,739.0,450.0,3330.54,506.76
